标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
农业快速路口 九龙国际 南北三房急卖,九龙国际   ,3室1厅,88.01平米,南 北,34,未知, 五龙口 ,118,13408
锦艺三期，南北三居室，业主诚心出售 中间楼层房主自荐,锦艺国际华都博郡   ,3室2厅,88.14平米,南 北,34,未知, 热电厂 ,118,13445
小区中间位置 中间楼层 满五唯一 全明户型视野宽阔,惠众西城一品   ,2室1厅,80.76平米,东南,33,未知, 热电厂 ,115,14240
2015年电梯小区，中间楼栋，采光无遮挡，精装拎包入住,风和日丽家园   ,3室1厅,89.49平米,南,34,未知, 五龙口 ,115,12851
全明户型，绿化好，人车分流，出行方便，近万达,汇泉景悦城1号院   ,3室2厅,86.77平米,东南,30,未知, 中原万达 ,105,12101
万达商圈 次新房社区 人车分流 全明户型 随时可看房主自荐,汇泉景悦城1号院   ,3室2厅,85.92平米,南,34,未知, 中原万达 ,112,13036
纯南精装三房，楼层低，出行方便，人车分流，税费低,升龙天汇七号院   ,3室1厅,89.35平米,南,34,未知, 月季公园 ,118,13207
三环内品质小区 人车分流 经典三房 不临高架,阳光城丽景公馆南苑   ,3室2厅,89平米,东南,34,未知, 中原万达 ,114,12809
央企保利，小高层，边户通透三房,保利百合   ,3室2厅,89.17平米,南 北,13,未知, 热电厂 ,110,12336
棉纺路锦艺温馨两房采光好，看房方便房主自荐,锦艺国际华都美域   ,2室1厅,72.84平米,南,30,未知, 热电厂 ,101,13867
三环南地铁口 林湖美景朝南2房  中间楼层 环境优美,和润林湖美景   ,2室2厅,79.24平米,南,34,未知, 热电厂 ,102,12873
中高楼层，一梯两户 南北通透户型。出门地铁口。,蓝天佳园   ,2室2厅,85.72平米,南 北,11,未知, 热电厂 ,110,12833
锦艺  南北通透  三室   双气   采光好,锦艺国际华都欧尚   ,3室1厅,89.68平米,南 北,33,未知, 热电厂 ,120,13381
锦艺国际华都欧尚，温馨三房，不临后排，户型方正,锦艺国际华都欧尚   ,3室1厅,87.21平米,南,33,未知, 热电厂 ,109,12499
锦艺温馨两房带露台户型好 采光好,锦艺国际华都美域   ,2室1厅,72.84平米,西北,30,未知, 热电厂 ,100,13729
锦艺二期   中间楼栋   不临火车道    好楼层,锦艺国际华都美域   ,3室1厅,84.56平米,南,32,未知, 热电厂 ,100,11826
和昌湾景三房出售  满五唯一 采光无遮挡,和昌湾景国际   ,3室1厅,88.05平米,南,34,未知, 儿童公园 ,100,11358
景观楼层前后无遮挡拎包入住诚心出售,锦艺国际华都美域   ,3室2厅,88.11平米,南,32,未知, 热电厂 ,120,13620
诚心出售，价格可谈，税费少，楼层好,升龙天汇七号院   ,3室1厅,89.61平米,东 南,34,未知, 月季公园 ,105,11718
晶华城三室，户型方正，楼层好，位置好，满五年，房主自荐,晶华城   ,3室1厅,87.72平米,南,27,未知, 五龙口 ,100,11400
央企开发 人车分流 小高层 好楼层 全天采光 精装修,保利百合   ,2室2厅,88.95平米,东 南,10,未知, 热电厂 ,102,11468
南北通透 好楼层 采光好 业主诚心出售,保利百合   ,3室2厅,88.22平米,南 北,13,未知, 热电厂 ,120,13603
三环边，地铁口，精装三房，诚心出售,阳光城丽景公馆南苑   ,3室2厅,88.22平米,南 北,34,未知, 中原万达 ,113,12809
南北通透户型，经典 得房率高 1，5号线地铁口,锦艺国际华都美域   ,3室2厅,89.48平米,南 北,33,未知, 热电厂 ,115,12853
房子满五年 南北户型。采光无遮挡，视野开阔 双阳台,锦艺国际华都欧尚   ,3室1厅,87.25平米,南 北,33,未知, 热电厂 ,120,13754
百合里精装朝阳大两室 三环内 诚心出售 看房方便,百合里   ,2室2厅,89.25平米,南,28,未知, 五龙口 ,115,12886
三环内 精装修两房 2020年次新房 10号线地铁口,阳光城丽景公馆南苑   ,2室1厅,73.86平米,西北,18,未知, 中原万达 ,110,14894
南向三房 无遮挡 采光好 不临路,五建新街坊5号院   ,3室2厅,87.38平米,南,34,未知, 热电厂 ,120,13734
人车分流，精装3房，全明户型，拎包入住,领创天誉华庭   ,3室1厅,78.18平米,南,28,未知, 五龙口 ,103,13175
锦艺朝南两房，百米楼间距，采光充足。,锦艺国际华都欧尚   ,2室1厅,74.57平米,南,33,未知, 热电厂 ,106,14215
满五唯一 南北通透 好楼层 业主诚心出售,保利百合   ,3室2厅,88.14平米,南 北 西,34,未知, 热电厂 ,120,13615
不临街不临路，低楼层，无遮挡，采光好！急售！,金水世纪城   ,3室1厅,87.21平米,南,34,未知, 五龙口 ,110,12614
地铁口，奥体旁，精装三室，品质物业，拎包入住新上,永威泰和璟苑   ,3室2厅,88.81平米,东南,30,未知, 常西湖 ,119,13400
"洋房社区，南北通透,小区人车分流，配套齐全，",正商金域世家   ,2室2厅,89.79平米,南 北,34,未知, 五龙口 ,119,13254
国企开发 2020年此新小区，拎包入住 满两年 随时看房,郑地璞园   ,2室2厅,89.85平米,南,33,未知, 五龙口 ,115,12800
"方正三房，育才,稳定卖，价格不高",领创天誉华庭   ,3室2厅,87.88平米,南,28,未知, 五龙口 ,115,13087
三环内 1号线500米 2022年次新社区 高绿化 人车分流,和润林湖美景   ,2室2厅,79.25平米,南,31,未知, 热电厂 ,120,15142
大社区 低楼层 电梯房 精装修 拎包入住 标准三房,风和日丽家园   ,3室2厅,88.96平米,南,34,未知, 五龙口 ,105,11804
标准三房，格局合理，中间楼层，全明户型，采光充足,汇泉景悦城1号院   ,3室1厅,80.53平米,东北,26,未知, 中原万达 ,109,13536
南北通透，户型方正，采光充足，通风效果好,和昌湾景国际   ,3室2厅,89.73平米,南 北,29,未知, 儿童公园 ,119,13263
地铁口，永威品质。朝南连通大阳台户型方正 楼层好,永威泰和璟苑   ,3室1厅,89.97平米,南,34,未知, 常西湖 ,103,11449
精装朝南三房 业主诚心出售 价格好商量 看房随时,九龙国际   ,3室2厅,87.33平米,南,27,未知, 五龙口 ,118,13512
无个税房源  全天采光 精装修 有独立餐厅 看房方便,锦艺国际华都美域   ,3室2厅,85.92平米,南,33,未知, 热电厂 ,100,11639
全屋地暖，木纹地板砖，全天采光，绿城品质，绿城物业,城开绿城绿园   ,3室2厅,89.31平米,南,32,未知, 五龙口 ,115,12877
二环边，次新小区，三开间朝南户型好,城开绿城绿园B区   ,3室2厅,89.82平米,南 北,32,未知, 五龙口 ,105,11691
金二环 农业路 九龙国际  客厅大阳台精装修三房,九龙国际   ,3室2厅,89.66平米,南,26,未知, 五龙口 ,119,13273
央企开发 人车分流 小高层 好楼层 全天采光 精装修,保利百合   ,2室2厅,88.95平米,东 南,10,未知, 热电厂 ,102,11468
三环边，地铁口，精装三房，诚心出售,阳光城丽景公馆南苑   ,3室2厅,88.22平米,南 北,34,未知, 中原万达 ,113,12809
百合里精装朝阳大两室 三环内 诚心出售 看房方便,百合里   ,2室2厅,89.25平米,南,28,未知, 五龙口 ,115,12886
景观楼层前后无遮挡拎包入住诚心出售,锦艺国际华都美域   ,3室2厅,88.11平米,南,32,未知, 热电厂 ,120,13620
南北通透户型，经典 得房率高 1，5号线地铁口,锦艺国际华都美域   ,3室2厅,89.48平米,南 北,33,未知, 热电厂 ,115,12853
南北通透 好楼层 采光好 业主诚心出售,保利百合   ,3室2厅,88.22平米,南 北,13,未知, 热电厂 ,120,13603
和昌湾景三房出售  满五唯一 采光无遮挡,和昌湾景国际   ,3室1厅,88.05平米,南,34,未知, 儿童公园 ,100,11358
三环内 地铁口 人车分流 精装修 朝南两房 户型方正,和润林湖美景   ,2室2厅,79.12平米,南,33,未知, 热电厂 ,103,13019
康桥上城，小高层，环境好，采光好,康桥上城品   ,3室2厅,87.26平米,南 北,18,未知, 儿童公园 ,105,12034
前后对花园的精装修小高层两居，急售省税，明厨明卫,保利百合   ,2室2厅,87.24平米,南,14,未知, 热电厂 ,108,12380
二环边，人车分流，精装南向三房，好楼层,城开绿城绿园   ,3室2厅,89.31平米,南 北,32,未知, 五龙口 ,110,12317
锦艺城的好房子，您值得拥有的家,锦艺国际华都欧尚   ,2室1厅,75.64平米,南,28,未知, 热电厂 ,105,13882
五建新街坊5号院2020年的小区  临地铁口，此房精装修,五建新街坊5号院   ,3室2厅,88.37平米,南,34,未知, 热电厂 ,118,13353
四房总价低 73加6号线地铁 生活配套齐全,乾宏领秀   ,4室2厅,72.64平米,北,14,未知, 帝湖 ,115,15832
满五唯一产权清晰精美大两房 纯南户，双地铁,锦艺国际华都欧尚   ,2室1厅,74.57平米,西南,33,未知, 热电厂 ,108,14484
万达旁 三环边 新小区 地铁口,汇泉景悦城1号院   ,3室2厅,88.83平米,南,34,未知, 中原万达 ,108,12159
不临高架  必看房源 两梯四户不挤 前边无遮挡看河景房主自荐,汇泉景悦城1号院   ,3室2厅,89.11平米,南,34,未知, 中原万达 ,101,11335
精装修，温馨两房，中间楼层，业主自住,锦艺国际华都欧尚   ,2室1厅,74.63平米,南 西南,33,未知, 热电厂 ,114,15276
锦艺美域 87平三房 中间楼层 满五唯一 楼栋位置好,锦艺国际华都美域   ,3室2厅,87.85平米,南,32,未知, 热电厂 ,110,12522
采光好!得房率高，标准双气三房，电梯朝南,风和日丽家园   ,3室2厅,89.44平米,南,34,未知, 五龙口 ,100,11181
锦艺城 精装 双卧朝南3居室 拎包入住 满五唯一,锦艺国际华都美域   ,3室1厅,84.56平米,东南,32,未知, 热电厂 ,115,13600
满五唯一 南北通透 好楼层 业主诚心出售,保利百合   ,3室2厅,88.14平米,南 北 西,34,未知, 热电厂 ,120,13615
央企保利  精装大两房  采光好 随时看房,保利百合   ,2室2厅,86.92平米,东南 南,34,未知, 热电厂 ,105,12081
不临街随时看， 中高层毛坯三房， 三环内品质小区！！,金水世纪城   ,3室2厅,86.5平米,南,34,未知, 五龙口 ,115,13295
精装修，百米楼间距，采光视野好。,锦艺国际华都欧尚   ,2室1厅,74.57平米,南,33,未知, 热电厂 ,115,15422
三环内次新房五建新街坊5号院 三房,五建新街坊5号院   ,3室1厅,87.38平米,南 北,34,未知, 热电厂 ,108,12360
金水世纪城，两梯四户，边户小三房，业主诚心,金水世纪城   ,3室1厅,89.25平米,南 北,33,未知, 五龙口 ,120,13446
业主急售 锦绣城东院 3室 精装 中间楼层,盛润锦绣城东院   ,3室1厅,85.4平米,南 北,34,未知, 王府井 ,105,12296
二环边锦艺旁，品质洋房小区，朝南带阳台精装两居室！,正商金域世家   ,2室2厅,88.63平米,南,34,未知, 五龙口 ,113,12750
三环内 小三房 精装修 配套设施齐全 交通便利,五建新街坊5号院   ,3室2厅,87.38平米,南,34,未知, 热电厂 ,118,13505
两梯四户，双气地暖，70年产权商品房，标准小三房,锦艺国际华都（三期）月星家居广场   ,3室1厅,83.59平米,南,26,未知, 热电厂 ,116,13878
三环内公园旁，人车分流新小区正弘物业管理 精装两室,金水世纪城   ,2室2厅,81.03平米,南,33,未知, 五龙口 ,103,12712
城开绿园，小三房，满五唯一，人车分离,城开绿城绿园B区   ,4室2厅,89.06平米,北,32,未知, 五龙口 ,102,11453
汇泉景悦城1号院 3室2厅 西北,汇泉景悦城1号院   ,3室2厅,80.75平米,西北,33,未知, 中原万达 ,110,13623
精装朝南三房 业主诚心出售 价格好商量 看房随时,九龙国际   ,3室2厅,87.33平米,南,27,未知, 五龙口 ,118,13512
锦艺朝南两房，百米楼间距，采光充足。,锦艺国际华都欧尚   ,2室1厅,74.57平米,南,33,未知, 热电厂 ,106,14215
南向三房 无遮挡 采光好 不临路,五建新街坊5号院   ,3室2厅,87.38平米,南,34,未知, 热电厂 ,120,13734
地铁口，永威品质。朝南连通大阳台户型方正 楼层好,永威泰和璟苑   ,3室1厅,89.97平米,南,34,未知, 常西湖 ,103,11449
金二环 农业路 九龙国际  客厅大阳台精装修三房,九龙国际   ,3室2厅,89.66平米,南,26,未知, 五龙口 ,119,13273
全屋地暖，木纹地板砖，全天采光，绿城品质，绿城物业,城开绿城绿园   ,3室2厅,89.31平米,南,32,未知, 五龙口 ,115,12877
急售，房子是个一楼，满五唯一，看房方便,保利百合   ,2室2厅,87.9平米,西南,34,未知, 热电厂 ,114,12970
满五唯一 无贷款   随时看房,城开绿城绿园B区   ,3室1厅,88.91平米,南 北,32,未知, 五龙口 ,115,12935
南北通透户型 业主诚心卖  看房有钥匙,锦艺国际华都博郡   ,3室1厅,88.06平米,南 北,33,未知, 热电厂 ,110,12492
房子满五年，产权清晰，诚心出售，装修不错看房方便,锦艺国际华都美域   ,3室1厅,88.92平米,南,30,未知, 热电厂 ,110,12371
2022年新小区 地铁口 人车分流 纯毛坯新房,汇泉景悦城1号院   ,3室2厅,85.95平米,西南,34,未知, 中原万达 ,107,12450
临街住宅商铺，税费低，可租可住，看房方便，诚心出售,淮河西路26号院   ,2室1厅,82.29平米,东 西,9,未知, 儿童公园 ,105,12760
三环内，地铁口，精装修小三室，楼层好，采光好，,五建新街坊5号院   ,3室2厅,88.01平米,南,33,未知, 热电厂 ,116,13181
朝南三房 高楼层 精装修 家具家电齐全,锦艺国际华都美域   ,3室1厅,88.07平米,东南,33,未知, 热电厂 ,105,11923
20年交房 房子精装修 人车分流 拎包住,升龙天汇七号院   ,3室2厅,88.48平米,南,33,未知, 月季公园 ,104,11755
满五 交通便利 配套齐全 全明户型,锦艺国际华都美域   ,3室2厅,85.79平米,南,33,未知, 热电厂 ,110,12823
锦艺二期  通透三房 中间楼层 精装修 满五年 看房方便,锦艺国际华都美域   ,2室2厅,89.38平米,南 北,33,未知, 热电厂 ,113,12643
贝壳优选小三房，有需要毛坯的请点击链接，价格好商量,五建新街坊5号院   ,3室1厅,88.02平米,南,34,未知, 热电厂 ,105,11930
三环内公园旁，人车分流新社区，毛坯朝南小三室！,金水世纪城   ,3室2厅,86.93平米,南,34,未知, 五龙口 ,113,12999
锦艺国际华都美域 3室1厅 南,锦艺国际华都美域   ,3室1厅,88.07平米,南,33,未知, 热电厂 ,110,12491
人车分流 业主诚心出售 小区环境宜人,和润林湖美景   ,3室1厅,89.65平米,南,34,未知, 热电厂 ,110,12270
次新小区 一楼 可做商铺 位置好 简单装修,汇泉景悦城1号院   ,3室2厅,78.24平米,东南,30,未知, 中原万达 ,115,14699
房子满五唯一，全明户型，楼间距宽，无遮挡，采光好！,九龙城龙腾西城   ,2室2厅,80.72平米,南,34,未知, 五龙口 ,100,12389
精装修碧沙岗双气地铁1号线人车分流满五年,宏江瀚苑   ,2室1厅,88.47平米,东 北,34,未知, 碧沙岗 ,109,12321
精装小三室，不临街不临路，采光好，视野好，诚售,锦艺国际华都美域   ,3室1厅,85.79平米,西南,33,未知, 热电厂 ,120,13988
城开绿园 新小区 人车分流 三开间朝南 采光好,城开绿城绿园   ,3室2厅,89.39平米,南,32,未知, 五龙口 ,106,11859
精装修，业主自住 ， 视野很好，正弘物业。,金水世纪城   ,2室2厅,81.03平米,南,33,未知, 五龙口 ,100,12342
城开绿园  三面朝阳 落地窗   有钥匙随时看房,城开绿城绿园B区   ,3室2厅,89.82平米,东南,32,未知, 五龙口 ,100,11134
三环内国企开发，亚新一级物业管理，精装两室拎包入住,郑地璞园   ,2室2厅,89.9平米,南,33,未知, 五龙口 ,112,12459
不临高架全天采光契税满两年业主急售,融信望湖宸院   ,3室1厅,88.97平米,南,35,未知, 常西湖 ,113,12701
金水西路旁，次新小区，人车分流，实惠小三房,金水世纪城   ,3室1厅,89.66平米,南,34,未知, 五龙口 ,113,12604
户型方方正正，小区中间位置，城心出售,锦艺国际华都欧尚   ,2室2厅,75.64平米,南,28,未知, 热电厂 ,106,14014
多层一楼公摊小 双气大两室 采光良好,晶华城   ,2室2厅,88.05平米,南,6,未知, 五龙口 ,103,11698
汝河路段，和昌湾景国际，小高层，朝南三房，诚心卖,和昌湾景国际   ,3室2厅,89.27平米,南,11,未知, 儿童公园 ,110,12323
锦艺 精装三室    二期 美域    棉纺路,锦艺国际华都欧尚   ,2室1厅,83.45平米,南,26,未知, 热电厂 ,105,12583
金二环中间楼层，精装，保持良好,正商金域世家   ,2室1厅,89.69平米,南,34,未知, 五龙口 ,113,12599
三环内 1号线500米 2022年次新社区 高绿化 人车分流,和润林湖美景   ,2室2厅,79.25平米,南,31,未知, 热电厂 ,120,15142
不临街不临路，低楼层，无遮挡，采光好！急售！,金水世纪城   ,3室1厅,87.21平米,南,34,未知, 五龙口 ,110,12614
地铁口，奥体旁，精装三室，品质物业，拎包入住新上,永威泰和璟苑   ,3室2厅,88.81平米,东南,30,未知, 常西湖 ,119,13400
大社区 低楼层 电梯房 精装修 拎包入住 标准三房,风和日丽家园   ,3室2厅,88.96平米,南,34,未知, 五龙口 ,105,11804
标准三房，格局合理，中间楼层，全明户型，采光充足,汇泉景悦城1号院   ,3室1厅,80.53平米,东北,26,未知, 中原万达 ,109,13536
保利开发，次新小区，人车分流，诚心出售,保利心语一期   ,2室1厅,86.62平米,东 北,33,未知, 中原万达 ,100,11545
保利心语，地铁口，精装全明两房，好楼层，好地段新上,保利心语一期   ,2室2厅,82.64平米,西南,34,未知, 中原万达 ,110,13311
2022年次新房精装交付 好楼层 满两年 仅有契税,和润林湖美景   ,3室2厅,87.25平米,南 北,34,未知, 热电厂 ,120,13754
国企开发 2020年此新小区，拎包入住 满两年 随时看房,郑地璞园   ,2室2厅,89.85平米,南,33,未知, 五龙口 ,115,12800
"洋房社区，南北通透,小区人车分流，配套齐全，",正商金域世家   ,2室2厅,89.79平米,南 北,34,未知, 五龙口 ,119,13254
"方正三房，育才,稳定卖，价格不高",领创天誉华庭   ,3室2厅,87.88平米,南,28,未知, 五龙口 ,115,13087
复式三房，看房方便，首付低，价格好谈,晶华城西区   ,3室2厅,71.59平米,南,17,未知, 五龙口 ,118,16483
南北通透 好楼层 采光好 业主诚心出售,保利百合   ,3室2厅,88.22平米,南 北,13,未知, 热电厂 ,120,13603
三环边，地铁口，精装三房，诚心出售,阳光城丽景公馆南苑   ,3室2厅,88.22平米,南 北,34,未知, 中原万达 ,113,12809
保利百合，中间楼层，人车分流，采光好，视野佳,保利百合   ,2室2厅,87.31平米,南,34,未知, 热电厂 ,100,11454
三环内次新房五建新街坊5号院 三房,五建新街坊5号院   ,3室1厅,87.38平米,南 北,34,未知, 热电厂 ,108,12360
急售 总高20层 密度低 公摊少 人车分流  诚心卖,郑地璞园   ,2室2厅,88.5平米,南,20,未知, 五龙口 ,115,13085
精装修，百米楼间距，采光视野好。,锦艺国际华都欧尚   ,2室1厅,74.57平米,南,33,未知, 热电厂 ,115,15422
三环内 地铁口 人车分流 精装修 朝南两房 户型方正,和润林湖美景   ,2室2厅,79.12平米,南,33,未知, 热电厂 ,103,13019
康桥上城，小高层，环境好，采光好,康桥上城品   ,3室2厅,87.26平米,南 北,18,未知, 儿童公园 ,105,12034
金水世纪城，两梯四户，边户小三房，业主诚心,金水世纪城   ,3室1厅,89.25平米,南 北,33,未知, 五龙口 ,120,13446
业主急售 锦绣城东院 3室 精装 中间楼层,盛润锦绣城东院   ,3室1厅,85.4平米,南 北,34,未知, 王府井 ,105,12296
二环边锦艺旁，品质洋房小区，朝南带阳台精装两居室！,正商金域世家   ,2室2厅,88.63平米,南,34,未知, 五龙口 ,113,12750
三期3号楼南北通透3房 中高楼层 全天采光 有钥匙,锦艺国际华都博郡   ,3室1厅,88.14平米,南 北,34,未知, 热电厂 ,108,12254
人车分流小区，精装修业主自住，业主诚心出售,领创天誉华庭   ,2室1厅,78.18平米,南,27,未知, 五龙口 ,102,13047
次新小区，纯南户型，毛坯两房，位置楼层好,金水世纪城   ,2室2厅,75.43平米,南,33,未知, 五龙口 ,103,13656
锦艺国际华都美域  低楼层  交通便利  配套齐全,锦艺国际华都美域   ,3室1厅,89.38平米,南 北,33,未知, 热电厂 ,109,12196
地铁6号线边户三房  不临高架 空置急售 随时看房,和昌澜景   ,3室2厅,89.39平米,东 南 北,34,未知, 儿童公园 ,102,11411
（贝壳优选）和昌澜景，朝南精装三房，不临高架,和昌澜景   ,3室2厅,88.93平米,南,34,未知, 儿童公园 ,110,12370
华瑞紫韵城丽园 地铁口 人车分流 采光视野无遮挡,紫韵丽园   ,3室2厅,89.25平米,南 北,34,未知, 中原万达 ,112,12550
锦艺二期   中间楼栋   不临火车道    好楼层,锦艺国际华都美域   ,3室1厅,84.56平米,南,32,未知, 热电厂 ,100,11826
三开间朝南，方正，诚心卖，人车分流,领创天誉华庭   ,3室1厅,88.73平米,南,33,未知, 五龙口 ,119,13513
锦艺国际华都二期 南北通透，诚心出售,锦艺国际华都美域   ,3室1厅,89.38平米,南 北,33,未知, 热电厂 ,111,12419
锦艺两室   业主诚心出售  看房方便,锦艺国际华都欧尚   ,2室1厅,74.57平米,南,33,未知, 热电厂 ,100,13411
二环边，人车分流，精装南向三房，好楼层,城开绿城绿园   ,3室2厅,89.31平米,南 北,32,未知, 五龙口 ,110,12317
次新高档小区 人车分流  精装修通透三房 诚心卖,阳光城丽景公馆南苑   ,3室2厅,86.67平米,南,17,未知, 中原万达 ,114,13154
锦艺国际美域 三居室 观景楼层,锦艺国际华都美域   ,3室2厅,85.79平米,南,33,未知, 热电厂 ,101,11832
诚心出售，价格可谈，税费少，楼层好,升龙天汇七号院   ,3室1厅,89.61平米,东 南,34,未知, 月季公园 ,105,11718
房子满五年 南北户型。采光无遮挡，视野开阔 双阳台,锦艺国际华都欧尚   ,3室1厅,87.25平米,南 北,33,未知, 热电厂 ,120,13754
晶华城三室，户型方正，楼层好，位置好，满五年，房主自荐,晶华城   ,3室1厅,87.72平米,南,27,未知, 五龙口 ,100,11400
2022年次新房精装交付 好楼层 满两年 仅有契税,和润林湖美景   ,3室2厅,87.25平米,南 北,34,未知, 热电厂 ,120,13754
婚房装修 精装大两房 客厅带落地阳台 主卧带飘窗,九龙城龙腾西城   ,2室1厅,84.82平米,东 西,33,未知, 五龙口 ,112,13205
三环内次新房五建新街坊5号院 三房,五建新街坊5号院   ,3室1厅,87.38平米,南 北,34,未知, 热电厂 ,108,12360
金水世纪城，两梯四户，边户小三房，业主诚心,金水世纪城   ,3室1厅,89.25平米,南 北,33,未知, 五龙口 ,120,13446
满五唯一产权清晰精美大两房 纯南户，双地铁,锦艺国际华都欧尚   ,2室1厅,74.57平米,西南,33,未知, 热电厂 ,108,14484
四房总价低 73加6号线地铁 生活配套齐全,乾宏领秀   ,4室2厅,72.64平米,北,14,未知, 帝湖 ,115,15832
满两年无个税 带装修拎包入住三房,汇泉城3号院   ,3室1厅,87.02平米,南,33,未知, 常西湖 ,100,11492
中间楼层 双气精准 自住的房子保养的很好,中原新城新天地小区   ,3室1厅,88.09平米,南 北,31,未知, 电力新村 ,105,11920
二环内 此房满五年唯一 年代新 人车分流 环境好,升龙天汇3号院   ,3室1厅,88.78平米,西南 南,32,未知, 五龙口 ,100,11264
五一公园地铁口 中间楼层中间楼栋南北通透边户房主自荐,锦艺国际华都欧尚   ,2室1厅,87.59平米,南 北,28,未知, 热电厂 ,100,11417
锦艺城的好房子，您值得拥有的家,锦艺国际华都欧尚   ,2室1厅,75.64平米,南,28,未知, 热电厂 ,105,13882
全明户型，绿化好，人车分流，出行方便，近万达,汇泉景悦城1号院   ,3室2厅,86.77平米,东南,30,未知, 中原万达 ,105,12101
锦艺三期，南北三居室，业主诚心出售 中间楼层房主自荐,锦艺国际华都博郡   ,3室2厅,88.14平米,南 北,34,未知, 热电厂 ,118,13445
次新小区，人车分流，地铁口交通方便,和润林湖美景   ,3室2厅,89.5平米,西南,34,未知, 热电厂 ,108,12068
新上朝南三房，三楼带露台，带露台，带露台,锦艺国际华都美域   ,3室1厅,88.92平米,南,30,未知, 热电厂 ,110,12371
小区前排，采光无遮挡，配套成熟，满五唯一,锦艺国际华都欧尚   ,3室2厅,88.19平米,东南,26,未知, 热电厂 ,113,12814
奥体植物园旁 新小区 三开间朝南户型 小区环境优美,永威金桂苑   ,3室2厅,89.3平米,南,30,未知, 常西湖 ,120,13438
小三房，客厅带阳台，朝南，全明户型，看房方便房主自荐,汇泉景悦城1号院   ,3室2厅,89.1平米,南 北,34,未知, 中原万达 ,107,12009
央企开发 人车分流 环境优美 精装两房,保利百合   ,2室2厅,87.87平米,南,34,未知, 热电厂 ,120,13657
棉纺路锦艺温馨两房采光好，看房方便房主自荐,锦艺国际华都美域   ,2室1厅,72.84平米,南,30,未知, 热电厂 ,101,13867
三环内 地铁口 人车分流 精装修 朝南两房 户型方正,和润林湖美景   ,2室2厅,79.12平米,南,33,未知, 热电厂 ,103,13019
大社区 低楼层 电梯房 精装修 拎包入住 标准三房,风和日丽家园   ,3室2厅,88.96平米,南,34,未知, 五龙口 ,105,11804
地铁口，奥体旁，精装三室，品质物业，拎包入住新上,永威泰和璟苑   ,3室2厅,88.81平米,东南,30,未知, 常西湖 ,119,13400
保利开发，次新小区，人车分流，诚心出售,保利心语一期   ,2室1厅,86.62平米,东 北,33,未知, 中原万达 ,100,11545
保利心语，地铁口，精装全明两房，好楼层，好地段新上,保利心语一期   ,2室2厅,82.64平米,西南,34,未知, 中原万达 ,110,13311
西三环 地铁口 次新小区  采光充足,和润林湖美景   ,3室2厅,87.15平米,南,34,未知, 热电厂 ,119,13655
"方正三房，育才,稳定卖，价格不高",领创天誉华庭   ,3室2厅,87.88平米,南,28,未知, 五龙口 ,115,13087
不临街不临路，低楼层，无遮挡，采光好！急售！,金水世纪城   ,3室1厅,87.21平米,南,34,未知, 五龙口 ,110,12614
永威泰和璟苑 3室2厅 南,永威泰和璟苑   ,3室2厅,88.76平米,南,34,未知, 常西湖 ,120,13520
14号线地铁口300米 奥体植物园旁 价格可谈急售,融信融园   ,3室2厅,89.89平米,南,34,未知, 常西湖 ,108,12015
锦艺旁，金水路，洋房社区，精装修，拎包入住,正商金域世家   ,2室1厅,89.59平米,南,34,未知, 五龙口 ,102,11386
满五唯一  精装修   完全人车分流  业主诚心出售,保利百合   ,2室2厅,79平米,南,33,未知, 热电厂 ,105,13292
万达商圈，西流湖畔，南北通透户型大2室,阳光花苑   ,3室1厅,89.77平米,南 北,28,未知, 中原万达 ,100,11140
格局好，户型通透 ，视野开阔，楼层好！！！,锦艺国际华都欧尚   ,3室1厅,89.68平米,南 北,33,未知, 热电厂 ,120,13381
央企保利，精装修标准小三室，南北通透 无遮挡,保利百合   ,3室2厅,89.3平米,南 北,34,未知, 热电厂 ,111,12431
南北通透小三室 20万装修 地暖全屋定制 全屋壁布,和昌澜景   ,3室2厅,89.26平米,南 北,30,未知, 儿童公园 ,112,12548
