标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
和昌澜景   通透二室  地铁口   交通便利,和昌澜景   ,2室1厅,74.92平米,南,34,未知, 儿童公园 ,100,13348
经典双阳台，两房户型方正，中间楼层，满五唯一,保利心语一期   ,2室2厅,87.03平米,南,34,未知, 中原万达 ,115,13214
配套成熟，清凉幽静，格局明朗大方，楼层好，配套齐全,盛润锦绣城西院   ,2室2厅,81.71平米,东 南,32,未知, 王府井 ,100,12239
盛润锦绣城东院 3室2厅 南 西南新上,盛润锦绣城东院   ,3室2厅,86.42平米,南 西南,34,未知, 王府井 ,115,13308
20年交房，精装大阳台小三房，光线好无遮挡 诚心出售,和昌澜景   ,3室1厅,89.44平米,南,33,未知, 儿童公园 ,112,12523
满五年唯一住房 ，精装双气两房 业主诚心出售新上,盛润锦绣城东院   ,2室1厅,79.44平米,南 北,31,未知, 王府井 ,115,14477
西流湖，地铁十号线，无抵押无贷款,启福尚都   ,2室2厅,77.36平米,南,32,未知, 中原万达 ,106,13703
锦艺三期  中低楼层 采光不遮挡 南向三房 看房方便,锦艺国际华都博郡   ,3室2厅,88.29平米,南,34,未知, 热电厂 ,116,13139
人车分流 连廊通透户型 次新小区 地铁 锦艺、华强,领创天誉华庭   ,3室2厅,88.73平米,南,33,未知, 五龙口 ,110,12398
22年交房的新小区，业主诚心出，好楼层好位置值得一看,华瑞紫韵雅园   ,3室2厅,89.01平米,南,34,未知, 中原万达 ,105,11797
河景房  万达旁  精装修  拎包入住,汇泉景悦城1号院   ,3室2厅,89.1平米,南,34,未知, 中原万达 ,117,13132
此房满五多层二楼  户型方正  距离双地铁口大概300米,棉纺西路新楼   ,2室2厅,82.76平米,南 北,7,未知, 王府井 ,105,12688
劲爆！四楼带平台双气小三房 业主诚心出售！,工人路186号   ,3室1厅,83.59平米,南,22,未知, 电力新村 ,110,13160
房子满五年唯一，正常税费，业主诚意出售,盛润锦绣城东院   ,3室1厅,85.43平米,南,34,未知, 王府井 ,113,13228
前排89平3房 中间楼栋 全明户型 业主诚信出售,盛润锦绣城东院   ,3室2厅,88.72平米,南,33,未知, 王府井 ,115,12963
花语里铂金楼层，耀眼装修视野宽，无忧看房中！,花语里   ,2室1厅,88.47平米,南 北,18,未知, 五龙口 ,113,12773
房子中间楼层，卧室全朝阳采光好。,方圆经纬二期   ,2室1厅,77.32平米,南 西,33,未知, 王府井 ,110,14227
盛润锦绣城，精装3房，地铁口，诚心出售，看房方便房主自荐,盛润锦绣城东院   ,3室1厅,85.42平米,南,34,未知, 王府井 ,120,14049
满五年，中间楼层，2007年双气，毛坯房，南北通透,郑州国棉四厂   ,2室2厅,86.23平米,南 北,6,未知, 王府井 ,110,12757
此房满五唯一无抵押，前排楼栋视野采光好，诚心出售,方圆经纬社区   ,3室1厅,85.92平米,南 北,32,未知, 王府井 ,118,13734
万达旁 一楼带院子 通透两房 采光好 公摊小 交通便利房主自荐,湖光苑   ,2室2厅,77.89平米,南 北,6,未知, 中原万达 ,102,13096
二环线，湖边多层，配套成熟。税费少，户型好,帝湖花园   ,2室1厅,86.09平米,南 北,6,未知, 帝湖 ,105,12197
满五唯一，看房方便。配套很好楼层不错,中原工学院家属院   ,2室2厅,83.62平米,南 北,7,未知, 王府井 ,120,14351
采光好，6号线，人车分流，次新小区绿化好；,和昌澜景   ,3室2厅,87.14平米,南,26,未知, 儿童公园 ,101,11591
《贝壳优选》三环内 地铁口 次新小区 南北 不临高架,和昌湾景国际   ,3室2厅,88.15平米,南 北,34,未知, 儿童公园 ,100,11345
民安西上小区，18年人车分流小区，花园式社区。,民安西上一号院   ,2室1厅,72.07平米,南,33,未知, 帝湖 ,103,14292
郑州工业贸易北家属院，业主诚心出售，看房方便,郑州工业贸易学校北家属院   ,2室1厅,74.24平米,南 北,6,未知, 王府井 ,116,15626
前排带露台，客厅朝南采光不挡  附带负一车位,方圆经纬社区   ,2室1厅,79.73平米,南 北,29,未知, 王府井 ,108,13546
航海路万科民安西上 人车分流 风雨连廊 精装修！,民安西上一号院   ,3室1厅,71.1平米,南,33,未知, 帝湖 ,105,14768
保利心语小三房，纯朝南户型，全明户型,保利心语一期   ,3室1厅,83.89平米,南,34,未知, 中原万达 ,103,12278
房子对流，小区中间，观景楼层，采光充足，满五唯一,方圆经纬社区   ,3室1厅,84.99平米,南 北,31,未知, 王府井 ,120,14120
盛润锦绣城西院 2室2厅 南,盛润锦绣城西院   ,2室2厅,82.43平米,南,32,未知, 王府井 ,104,12726
满五唯一  楼层适中 喜欢楼层低的看过来,方圆经纬二期   ,3室2厅,82.45平米,南 北,33,未知, 王府井 ,120,14555
不临高架 地暖精装 全屋定制 6号线口,和昌澜景   ,3室1厅,89.16平米,南,33,未知, 儿童公园 ,105,11777
盛润锦绣城东院 南北通透全明户型 业主诚心出售,盛润锦绣城东院   ,3室1厅,85.43平米,南 北,34,未知, 王府井 ,120,14047
中间楼层，采光视线不挡，户型方正，视觉俱佳,中原新城学府小区   ,1室1厅,73.33平米,西,30,未知, 郑州晚报社 ,113,15410
前排采光视野好015年社区双地铁,方圆经纬社区   ,2室1厅,80.12平米,南,29,未知, 王府井 ,108,13480
西流湖旁次新小区人车分流交通便利,凤凰城凤雅苑   ,3室1厅,89.18平米,南,33,未知, 中原万达 ,115,12896
前排采光无遮挡   看房基本随时   价格可谈 诚意出售,方圆经纬社区   ,2室1厅,80.24平米,南 北,29,未知, 王府井 ,119,14831
花语里铂金楼层，耀眼装修视野宽，无忧看房中！,花语里   ,2室1厅,88.47平米,南 北,18,未知, 五龙口 ,113,12773
房子中间楼层，卧室全朝阳采光好。,方圆经纬二期   ,2室1厅,77.32平米,南 西,33,未知, 王府井 ,110,14227
盛润锦绣城，精装3房，地铁口，诚心出售，看房方便房主自荐,盛润锦绣城东院   ,3室1厅,85.42平米,南,34,未知, 王府井 ,120,14049
满五唯一，看房方便。配套很好楼层不错,中原工学院家属院   ,2室2厅,83.62平米,南 北,7,未知, 王府井 ,120,14351
航海路万科民安西上 人车分流 风雨连廊 精装修！,民安西上一号院   ,3室1厅,71.1平米,南,33,未知, 帝湖 ,105,14768
民安西上小区，18年人车分流小区，花园式社区。,民安西上一号院   ,2室1厅,72.07平米,南,33,未知, 帝湖 ,103,14292
郑州工业贸易北家属院，业主诚心出售，看房方便,郑州工业贸易学校北家属院   ,2室1厅,74.24平米,南 北,6,未知, 王府井 ,116,15626
房子对流，小区中间，观景楼层，采光充足，满五唯一,方圆经纬社区   ,3室1厅,84.99平米,南 北,31,未知, 王府井 ,120,14120
采光好，6号线，人车分流，次新小区绿化好；,和昌澜景   ,3室2厅,87.14平米,南,26,未知, 儿童公园 ,101,11591
《贝壳优选》三环内 地铁口 次新小区 南北 不临高架,和昌湾景国际   ,3室2厅,88.15平米,南 北,34,未知, 儿童公园 ,100,11345
前排89平3房 中间楼栋 全明户型 业主诚信出售,盛润锦绣城东院   ,3室2厅,88.72平米,南,33,未知, 王府井 ,115,12963
前排带露台，客厅朝南采光不挡  附带负一车位,方圆经纬社区   ,2室1厅,79.73平米,南 北,29,未知, 王府井 ,108,13546
保利心语小三房，纯朝南户型，全明户型,保利心语一期   ,3室1厅,83.89平米,南,34,未知, 中原万达 ,103,12278
此房满五多层二楼  户型方正  距离双地铁口大概300米,棉纺西路新楼   ,2室2厅,82.76平米,南 北,7,未知, 王府井 ,105,12688
桐柏南路3号院 2室1厅 南 北,桐柏南路3号院   ,2室1厅,85.44平米,南 北,7,未知, 电力新村 ,108,12641
新小区 人车分流 风雨连廊 精装二室 业主诚心出售,民安西上一号院   ,2室2厅,71.14平米,南,33,未知, 帝湖 ,105,14760
精装两房，业主诚心卖，位置好配套好物业好,正商金域世家   ,2室1厅,89.84平米,北,34,未知, 五龙口 ,117,13024
业主诚心出售，价格可谈，采光好，看房方便,方圆经纬社区   ,3室1厅,85.71平米,南 北,31,未知, 王府井 ,120,14001
和昌澜景，三环内次新小区，地铁6号线，不临街不临路,和昌澜景   ,3室2厅,89.07平米,南,34,未知, 儿童公园 ,113,12687
电力单位房，户型方正，单位人员素质高,世纪花园   ,2室2厅,79.97平米,南,23,未知, 儿童公园 ,120,15006
绿都城一楼带院子 院子40多平 无贷款 急售 好房！,郑州绿都城   ,3室1厅,82.97平米,南 北,6,未知, 中原万达 ,119,14343
2023年4月份新交房子中间楼层不临高架,景悦城2号院   ,3室2厅,88.33平米,西南,26,未知, 中原万达 ,115,13020
景观楼层 双阳台朝南两室，精装修领包入住 满五唯一,方圆经纬社区   ,2室1厅,79.65平米,南,32,未知, 王府井 ,110,13811
南北通透三室   业主诚意出售    精装修  随时看房,方圆经纬社区   ,3室1厅,86.72平米,南 北,32,未知, 王府井 ,106,12224
户型方正，双地铁，200米锦艺购物商场。,方圆经纬二期   ,3室1厅,85.63平米,北 南,32,未知, 王府井 ,115,13430
民安西上一号院三房，次新小区风雨连廊,民安西上一号院   ,3室1厅,88.3平米,南,33,未知, 帝湖 ,117,13251
业主诚意出售，，满五年不唯一，中高楼层,盛润锦绣城东院   ,2室1厅,77.09平米,南,31,未知, 王府井 ,108,14010
万达旁 地铁口 满五唯一  户型方正 采光好  人车分流,万达广场东西区   ,2室1厅,89.84平米,南 北,33,未知, 中原万达 ,118,13135
公园旁，地铁口，南北通透大两居，业主诚心卖房主自荐,公园壹号   ,2室1厅,86.06平米,南 北,33,未知, 儿童公园 ,109,12666
三环内改善次新小区，小高层精装修标准三房无抵押,阳光城丽景公馆南苑   ,3室2厅,86.67平米,西南,17,未知, 中原万达 ,115,13269
金三环 运河旁 小三房 不临高架 好楼层 视野好,景悦城2号院   ,3室2厅,89.12平米,南,26,未知, 中原万达 ,103,11614
互助路，可贷款，正在加装电梯，中间楼层，看房方便,互助路21号院   ,3室2厅,78.26平米,南 北,8,未知, 王府井 ,100,12778
前排无遮挡，中间楼层，业主诚心出售，随时可以看房,方圆经纬社区   ,2室1厅,80.11平米,南,32,未知, 王府井 ,105,13107
1.5号线地铁口，出行方便，年代比较新,文化宫路69号院   ,2室2厅,83.64平米,北 南,7,未知, 王府井 ,112,13391
中间楼层，采光视线不挡，户型方正，视觉俱佳,中原新城学府小区   ,1室1厅,73.33平米,西,30,未知, 郑州晚报社 ,113,15410
西流湖旁次新小区人车分流交通便利,凤凰城凤雅苑   ,3室1厅,89.18平米,南,33,未知, 中原万达 ,115,12896
满五唯一， 业主诚意出售 位置好,锦艺国际华都美域   ,3室1厅,85.03平米,南,30,未知, 热电厂 ,118,13878
房子南北通透，形成空气对流，采光也不受影响,锦艺国际华都博郡   ,3室1厅,88.14平米,南 北,34,未知, 热电厂 ,109,12367
央企开发，保利物业，人车分离，全明户型，地铁万达,保利心语一期   ,2室2厅,87.03平米,西南,34,未知, 中原万达 ,119,13766
中间楼层 100米楼间距 纯朝南两房 配套齐全 价位便宜,锦艺国际华都欧尚   ,2室2厅,74.57平米,南,33,未知, 热电厂 ,100,13411
满五年，纯南采光充沛，双气，拎包入住！视野开阔。,九龙城龙腾西城   ,3室2厅,89.99平米,南,33,未知, 五龙口 ,105,11668
12年电梯小区 满五 精装修2居室,九龙城天悦龙庭   ,2室1厅,88.93平米,南,18,未知, 五龙口 ,110,12370
地铁口 15年建成 双气 临公园,正大·美丽泉   ,3室1厅,88.39平米,东南 南,26,未知, 儿童公园 ,105,11880
方正，三开间朝南好楼层，诚心卖,领创天誉华庭   ,3室1厅,88.28平米,南,33,未知, 五龙口 ,119,13480
方圆经纬2房精装，户型方正，朝南户型 。,方圆经纬社区   ,2室1厅,78.96平米,南,29,未知, 王府井 ,112,14185
地铁口此新小区紫韵雅园，采光无遮挡80米楼间距,华瑞紫韵雅园   ,3室2厅,89.94平米,南,34,未知, 中原万达 ,102,11341
出门进公园，西流湖旁，次新小区 一楼采光无遮挡。,凤凰城凤雅苑   ,3室2厅,86.61平米,南,34,未知, 中原万达 ,110,12701
盛润锦绣城，精装3房，地铁口，诚心出售，看房方便房主自荐,盛润锦绣城东院   ,3室1厅,85.42平米,南,34,未知, 王府井 ,120,14049
《贝壳优选》三环内 地铁口 次新小区 南北 不临高架,和昌湾景国际   ,3室2厅,88.15平米,南 北,34,未知, 儿童公园 ,100,11345
采光好，6号线，人车分流，次新小区绿化好；,和昌澜景   ,3室2厅,87.14平米,南,26,未知, 儿童公园 ,101,11591
前排带露台，客厅朝南采光不挡  附带负一车位,方圆经纬社区   ,2室1厅,79.73平米,南 北,29,未知, 王府井 ,108,13546
满五唯一，无抵押，中间楼层，采光好,方圆经纬社区   ,2室1厅,79.11平米,南,31,未知, 王府井 ,110,13905
南北户型，精装，可拎包入住。离互助路近,互助路18号院   ,3室1厅,82.55平米,南,6,未知, 王府井 ,100,12114
三环内 精装修采光好，小区绿化好，物业好，近地铁。,和润林湖美景   ,3室1厅,89.52平米,南,34,未知, 热电厂 ,105,11730
18年建成  次新小区，环境优美，人车分流,民安西上一号院   ,2室2厅,71.91平米,东南,33,未知, 帝湖 ,109,15158
房子户型好 看房方便 价格可谈 业主诚心,民安西上一号院   ,3室2厅,89.67平米,南 北,30,未知, 帝湖 ,113,12602
带电梯口车位和储藏室 前排3房 中间楼层 满五唯一,方圆经纬社区   ,3室1厅,85.92平米,南,27,未知, 王府井 ,108,12570
精装修 人车分流 2020年次新房 万达商圈10号线地铁口,阳光城丽景公馆南苑   ,3室2厅,86.34平米,南,18,未知, 中原万达 ,120,13899
地铁口，一梯两户，小区安静人少，居住舒适，,蓝天佳园   ,2室1厅,85.72平米,南 北,11,未知, 热电厂 ,108,12600
房子五年 业主诚心出售 有车位 看房方便·税费少,民安西上一号院   ,3室2厅,88.97平米,南,30,未知, 帝湖 ,113,12701
房子五年 业主诚心出售 有车位 看房方便·税费少,民安西上一号院   ,3室1厅,87.94平米,南 西,33,未知, 帝湖 ,119,13532
双地铁，小高层，户型好，2022年，人车分流，无个税,华瑞紫韵雅园   ,3室2厅,89.4平米,南,20,未知, 中原万达 ,108,12081
出门地铁口1号线50米带露台一梯两户，通透户型,蓝天佳园   ,2室2厅,86.68平米,南 北,11,未知, 热电厂 ,110,12691
方圆经纬 低密社区 纯南阳光两房 业主诚心出售,方圆经纬社区   ,2室1厅,78.96平米,南,29,未知, 王府井 ,102,12918
精装，满五唯一，采光好，额外+16平面积,城开绿城绿园   ,3室2厅,87.89平米,南 北,32,未知, 五龙口 ,120,13654
业主诚意出售，着急卖，满五年不唯一,盛润锦绣城东院   ,3室1厅,88.29平米,南,33,未知, 王府井 ,120,13592
三环内，通透精装修，楼下地铁口,和昌澜景   ,3室1厅,89.88平米,南 北,33,未知, 儿童公园 ,110,12239
盛润锦绣城东院 好楼层 精装双气 有车位和储藏室,盛润锦绣城东院   ,3室1厅,86.42平米,南,34,未知, 王府井 ,114,13192
新小区 小三室，低楼层，双地铁，交通出行方便,永威金桂苑   ,3室1厅,89.3平米,南,30,未知, 常西湖 ,100,11199
人车分流新小区，满二，楼层好，视野宽阔，采光充足。,汇泉城2号院   ,3室1厅,88.24平米,南,34,未知, 常西湖 ,100,11333
业主急售，2＋1户型，满五年，看房方便。,盛润锦绣城东院   ,3室1厅,84.26平米,南,31,未知, 王府井 ,105,12462
3号楼位置好，视野好，采光好，,阳光城丽景公馆南苑   ,3室2厅,87.47平米,南 北,34,未知, 中原万达 ,105,12005
纯毛坯，自由发挥装修，园林景观。有钥匙随时看房,方圆经纬社区   ,3室2厅,85.71平米,西,31,未知, 王府井 ,115,13418
河医片区 碧沙岗 丹尼斯旁 花园社区出行方便,方圆经纬社区   ,3室1厅,85.71平米,南,31,未知, 王府井 ,103,12018
小三室万达南水北调运河2022年小区,汇泉景悦城1号院   ,3室2厅,88.83平米,南,34,未知, 中原万达 ,107,12046
伊河路南区和19 两梯四户 16年建成,中原新城观澜一号   ,3室2厅,87.24平米,南 北,23,未知, 电力新村 ,120,13756
73 双气地暖精装修  满五唯一  温馨三房采光好,聚龙花园   ,3室1厅,87.22平米,南,18,未知, 儿童公园 ,102,11695
23年10月精装交付，诚心卖急售，相中价格好谈！,建业盛悦府   ,2室1厅,77.65平米,南,34,未知, 五龙口 ,105,13523
二环边人车分流品质小区，满五唯一，少有三房随时可看,领创天誉华庭   ,3室2厅,88.28平米,南,33,未知, 五龙口 ,118,13367
三环内 运河旁 6号线地铁口 朝南全明3房 有车位 急售房主自荐,和昌瑞景园   ,3室2厅,89.94平米,南,34,未知, 儿童公园 ,108,12009
地铁口，南北通透，中间层采光好，诚心卖,和昌澜景   ,3室1厅,89.05平米,南 北,34,未知, 儿童公园 ,117,13139
2021年新小区 精装修未入住 南无遮挡随时可看房房主自荐,华瑞紫韵雅园   ,3室2厅,89.01平米,南 北,34,未知, 中原万达 ,110,12359
3号楼位置好，视野好，采光好，,阳光城丽景公馆南苑   ,3室2厅,87.47平米,南 北,34,未知, 中原万达 ,105,12005
桐柏路陇海路地铁口   双气小三室  好楼层采光好,中原新城新天地小区   ,3室1厅,87.93平米,南,33,未知, 电力新村 ,108,12283
精装修未入住，看房方便，采光好，满五唯一,方圆经纬社区   ,3室2厅,84.99平米,南 北,31,未知, 王府井 ,105,12355
纯毛坯，自由发挥装修，园林景观。有钥匙随时看房,方圆经纬社区   ,3室2厅,85.71平米,西,31,未知, 王府井 ,115,13418
三环内，人车分流，三面采光小三房，高楼层视野好房主自荐,和润林湖美景   ,3室2厅,89.65平米,南 西 北,34,未知, 热电厂 ,102,11434
前排纯南两房 双地铁 五一公园 中医院,方圆经纬社区   ,2室1厅,80.24平米,南,29,未知, 王府井 ,118,14706
河医片区 碧沙岗 丹尼斯旁 花园社区出行方便,方圆经纬社区   ,3室1厅,85.71平米,南,31,未知, 王府井 ,103,12018
业主诚意出售，目前自住保养的很好，价格可小刀,方圆经纬社区   ,3室1厅,85.71平米,南 北,31,未知, 王府井 ,108,12601
方圆经纬 低密社区 纯南阳光两房 业主诚心出售,方圆经纬社区   ,2室1厅,78.96平米,南,29,未知, 王府井 ,102,12918
出门地铁口1号线50米带露台一梯两户，通透户型,蓝天佳园   ,2室2厅,86.68平米,南 北,11,未知, 热电厂 ,110,12691
业主诚意出售，满五年不唯一，正常税费,盛润锦绣城东院   ,3室2厅,86.42平米,南,34,未知, 王府井 ,118,13655
保利百合，洋房一楼，厅客朝南，诚心出售,保利百合   ,2室2厅,80.28平米,西南,10,未知, 热电厂 ,100,12457
小三房精装修业主诚心出售看房方便采光好,九龙城天悦龙庭   ,2室1厅,89.57平米,南,24,未知, 五龙口 ,108,12058
二环边锦艺旁，高档洋房小区，朝南两居室，诚心出售,正商金域世家   ,2室2厅,89.59平米,南,34,未知, 五龙口 ,105,11721
边户南北通透 精装修，未出租 满五年 视野采光好房主自荐,和润林湖美景   ,3室1厅,87.16平米,南 北,34,未知, 热电厂 ,109,12609
精装修，不临高架，诚心出售，满2唯一,汇泉景悦城1号院   ,3室1厅,89.11平米,南 北,34,未知, 中原万达 ,115,12906
此房业主急售，价格可商量，楼层采光好，南北通透，急,正商金域世家   ,2室2厅,89.93平米,南 北,34,未知, 五龙口 ,111,12343
此房满五唯一，楼层好，视野开阔，光线充足。,保利百合   ,2室2厅,87.87平米,南,34,未知, 热电厂 ,119,13543
房子电梯洋房，一梯两户 无遮挡。诚心出售！,九龙城龙腾西城   ,3室1厅,87.77平米,南,6,未知, 五龙口 ,119,13559
20年新小区，户型方正两室!亚新一级物业！急卖！,郑地璞园   ,2室1厅,88.25平米,南,33,未知, 五龙口 ,102,11559
南北通透三室，精装修，业主诚心出售！,方圆经纬社区   ,3室1厅,86.72平米,南 北,32,未知, 王府井 ,110,12685
二环边锦艺旁，洋房品质小区，南北通透精装两居室！,正商金域世家   ,2室2厅,89.93平米,南 北,34,未知, 五龙口 ,110,12232
17年小区，房龄新，楼层好，阳台大,天誉龙邸北区   ,2室1厅,89.94平米,南,33,未知, 五龙口 ,110,12231
房子满五唯一，税费少，前排好楼层！价位可谈！,方圆经纬社区   ,2室1厅,80.12平米,南,29,未知, 王府井 ,102,12794
华瑞紫韵城锦园 双地铁 次新房 人车分流 采光好,华瑞紫韵锦园   ,2室2厅,76.86平米,南,33,未知, 中原万达 ,110,14312
百合里南向两居室满五年唯一 精装修,百合里   ,2室1厅,88.97平米,南,28,未知, 五龙口 ,115,12926
二环边新小区，南北通透小三室满五唯一免个税 精装修,九龙国际   ,3室2厅,88.01平米,南 北,34,未知, 五龙口 ,107,12158
南北通透三房  全明格局  精装修  双地铁房主自荐,锦艺国际华都欧尚   ,3室1厅,88.19平米,南 北,26,未知, 热电厂 ,118,13381
锦艺城温馨三房好楼层精装修采光好,锦艺国际华都美域   ,3室2厅,85.92平米,南,33,未知, 热电厂 ,105,12221
锦艺商圈 双地铁 配套齐全 阳光小三房 全明户型,锦艺国际华都美域   ,3室1厅,88.28平米,南,32,未知, 热电厂 ,108,12234
带电梯口车位和储藏室 前排3房 中间楼层 满五唯一,方圆经纬社区   ,3室1厅,85.92平米,南,27,未知, 王府井 ,108,12570
新小区 人车分流 风雨连廊 看房有钥匙 业主诚心出售,民安西上一号院   ,3室1厅,88.63平米,南 北,33,未知, 帝湖 ,109,12299
伊河路工人路 满五年 诚心出售 看房方便,伊河路150号院   ,3室1厅,79.52平米,南 北,5,未知, 郑州晚报社 ,100,12576
经典双阳台两房，户型可舒服，随时看房,保利心语一期   ,2室2厅,86.95平米,南 北,34,未知, 中原万达 ,109,12536
南北户型，精装，可拎包入住。离互助路近,互助路18号院   ,3室1厅,82.55平米,南,6,未知, 王府井 ,100,12114
此房满五唯一  视野开阔 采光充足 配套齐全,方圆经纬社区   ,2室1厅,89.53平米,南,31,未知, 王府井 ,120,13404
小三室万达南水北调运河2022年小区,汇泉景悦城1号院   ,3室2厅,88.83平米,南,34,未知, 中原万达 ,107,12046
河医片区 碧沙岗 丹尼斯旁 花园社区出行方便,方圆经纬社区   ,3室1厅,85.71平米,南,31,未知, 王府井 ,103,12018
桐柏路陇海路地铁口   双气小三室  好楼层采光好,中原新城新天地小区   ,3室1厅,87.93平米,南,33,未知, 电力新村 ,108,12283
精装修未入住，看房方便，采光好，满五唯一,方圆经纬社区   ,3室2厅,84.99平米,南 北,31,未知, 王府井 ,105,12355
三环内，人车分流，三面采光小三房，高楼层视野好房主自荐,和润林湖美景   ,3室2厅,89.65平米,南 西 北,34,未知, 热电厂 ,102,11434
纯毛坯，自由发挥装修，园林景观。有钥匙随时看房,方圆经纬社区   ,3室2厅,85.71平米,西,31,未知, 王府井 ,115,13418
前排纯南两房 双地铁 五一公园 中医院,方圆经纬社区   ,2室1厅,80.24平米,南,29,未知, 王府井 ,118,14706
3号楼位置好，视野好，采光好，,阳光城丽景公馆南苑   ,3室2厅,87.47平米,南 北,34,未知, 中原万达 ,105,12005
业主诚意出售，目前自住保养的很好，价格可小刀,方圆经纬社区   ,3室1厅,85.71平米,南 北,31,未知, 王府井 ,108,12601
绿都城南区中间好位置，多层公摊小房主自荐,郑州绿都城   ,3室2厅,88.97平米,南 北,6,未知, 中原万达 ,100,11240
满五唯一、 楼栋位置好、 低楼层 、业主急售,盛润锦绣城东院   ,3室1厅,88.6平米,南,32,未知, 王府井 ,109,12303
锦艺商圈 双地铁 配套齐全 阳光小三房 全明户型,锦艺国际华都美域   ,3室1厅,88.28平米,南,32,未知, 热电厂 ,108,12234
此房业主急售，价格可商量，楼层采光好，南北通透，急,正商金域世家   ,2室2厅,89.93平米,南 北,34,未知, 五龙口 ,111,12343
小三房精装修业主诚心出售看房方便采光好,九龙城天悦龙庭   ,2室1厅,89.57平米,南,24,未知, 五龙口 ,108,12058
房子满五唯一，税费少，前排好楼层！价位可谈！,方圆经纬社区   ,2室1厅,80.12平米,南,29,未知, 王府井 ,102,12794
锦艺二期精装三房 采光好 近地铁 位置好,锦艺国际华都美域   ,3室2厅,85.94平米,南,33,未知, 热电厂 ,110,12800
南北通透户型，中间楼层，精装，保持良好,正商金域世家   ,2室1厅,89.38平米,南 北,34,未知, 五龙口 ,102,11412
农业路18年次新小区，精装修，户型好，采光好，急售,九龙国际   ,3室2厅,89.66平米,南,26,未知, 五龙口 ,106,11823
精装修 好楼层 双教育集团 满五唯一 看房方便,盛润锦绣城东院   ,3室1厅,88.66平米,南,34,未知, 王府井 ,120,13535
舒适型两房，装修维护的好，采光无影响,保利心语一期   ,2室2厅,82.64平米,南 西南,34,未知, 中原万达 ,102,12343
次新小区  楼层好小区人车分流 交通便利,正商金域世家   ,2室1厅,89.69平米,南,34,未知, 五龙口 ,109,12153
和昌澜景  精装两房  满五唯一  新风 地暖,和昌澜景   ,2室1厅,76.39平米,南,34,未知, 儿童公园 ,105,13746
三环内  地铁口 精装三房 全款房  满五唯一,和昌澜景   ,3室1厅,87.84平米,南,34,未知, 儿童公园 ,108,12296
小区中间位置，不临高架，中间楼层、精装修、拎包入住,和昌澜景   ,3室2厅,86.29平米,南 北,34,未知, 儿童公园 ,108,12516
紫韵丽园 3室2厅 南,紫韵丽园   ,3室2厅,88.71平米,南,34,未知, 中原万达 ,100,11273
2022年人车分流小区，环境好，双地铁口绿化高,华瑞紫韵雅园   ,3室2厅,88.6平米,东南 南,34,未知, 中原万达 ,119,13432
锦艺欧尚 双卧朝南3居室 不临街不临铁路 房子无抵押房主自荐,锦艺国际华都欧尚   ,3室1厅,88.54平米,东南,33,未知, 热电厂 ,105,11860
林山寨 双气96年通透两房 采光好 伊河路，19中,林山寨村   ,2室1厅,77.16平米,南 北,7,未知, 郑州晚报社 ,103,13349
锦艺一期南向两房，带有50平的露台，低楼层，满五年,锦艺国际华都欧尚   ,2室1厅,83.45平米,南,26,未知, 热电厂 ,105,12583
房子南北通透，户型方正，正常税费，可随时过户,郑勘机家属院   ,2室2厅,80.91平米,南 北,6,未知, 郑州晚报社 ,105,12978
天誉华庭 边户小三房，南北通透 业主诚心出售新上,领创天誉华庭   ,3室1厅,88.73平米,南 北,34,未知, 五龙口 ,112,12623
精装修看房随时看房，好楼层，满五唯一,方圆经纬社区   ,2室1厅,80.12平米,南,29,未知, 王府井 ,110,13730
绿都城，万达商圈，给您森林里的家,郑州绿都城   ,3室1厅,86.71平米,西南,6,未知, 中原万达 ,110,12686
精装修，采光好，看房方便，诚心出售新上,方圆经纬社区   ,3室1厅,85.71平米,南 北,31,未知, 王府井 ,110,12834
锦艺南北通透双阳台三房，价格比同户型房源更有优势新上,锦艺国际华都欧尚   ,3室2厅,88.65平米,南 北,33,未知, 热电厂 ,108,12183
三环内次新花园社区 1号线地铁口 人车分流 毛坯随心装新上,五建新街坊5号院   ,3室1厅,88.02平米,南 北,34,未知, 热电厂 ,117,13293
